"","cp","prov","month","location","unemployement","men_s24","men_b24_44","men_g44","women_s24","women_b24_44","women_g44","agriculture","industry","construction","services","previously_unemployed"
"4834",29042,"MALAGA","Abril","COIN",2770,125,529,498,107,806,705,77,211,550,1638,294
"4835",29043,"MALAGA","Abril","COLMENAR",320,21,69,97,12,70,51,27,23,57,188,25
"4836",29044,"MALAGA","Abril","COMARES",77,2,12,37,1,11,14,8,1,31,33,4
"4837",29045,"MALAGA","Abril","COMPETA",340,22,82,92,12,80,52,10,14,94,210,12
"4838",29046,"MALAGA","Abril","CORTES DE LA FRONTERA",471,19,63,100,21,105,163,33,10,62,337,29
"4839",29047,"MALAGA","Abril","CUEVAS BAJAS",131,6,25,41,10,31,18,39,18,24,48,2
"4840",29048,"MALAGA","Abril","CUEVAS DEL BECERRO",207,15,54,45,12,52,29,21,4,50,127,5
"4841",29049,"MALAGA","Abril","CUEVAS DE SAN MARCOS",320,20,70,101,18,75,36,91,26,54,136,13
"4842",29050,"MALAGA","Abril","CUTAR",29,1,7,11,1,6,3,1,1,3,22,2
"4843",29051,"MALAGA","Abril","ESTEPONA",7415,356,1396,1412,276,1988,1987,77,155,971,5655,557
"4844",29052,"MALAGA","Abril","FARAJAN",25,1,9,7,2,6,0,3,NA,13,9,NA
"4845",29053,"MALAGA","Abril","FRIGILIANA",326,9,72,67,6,81,91,3,8,42,266,7
"4846",29054,"MALAGA","Abril","FUENGIROLA",8324,347,1524,1734,333,2063,2323,78,265,777,6473,731
"4847",29055,"MALAGA","Abril","FUENTE DE PIEDRA",254,17,42,41,16,83,55,37,13,46,140,18
"4848",29056,"MALAGA","Abril","GAUCIN",144,4,19,41,7,36,37,8,4,22,102,8
"4849",29057,"MALAGA","Abril","GENALGUACIL",54,3,11,13,0,9,18,2,NA,8,41,3
"4850",29058,"MALAGA","Abril","GUARO",269,13,62,69,14,67,44,8,13,64,167,17
"4851",29059,"MALAGA","Abril","HUMILLADERO",333,25,59,68,29,85,67,67,23,21,201,21
"4852",29060,"MALAGA","Abril","IGUALEJA",42,3,10,9,1,16,3,4,3,1,32,2
"4853",29061,"MALAGA","Abril","ISTAN",140,8,15,30,8,40,39,1,1,10,121,7
"4854",29062,"MALAGA","Abril","IZNATE",65,1,13,18,3,21,9,8,5,12,35,5
"4855",29063,"MALAGA","Abril","JIMERA DE LIBAR",46,5,7,15,2,8,9,2,2,4,35,3
"4856",29064,"MALAGA","Abril","JUBRIQUE",62,5,14,20,2,13,8,5,1,17,37,2
"4857",29065,"MALAGA","Abril","JUZCAR",19,1,3,5,0,3,7,1,0,8,10,NA
"4858",29066,"MALAGA","Abril","MACHARAVIAYA",37,2,11,10,3,6,5,0,NA,8,27,2
"4859",29067,"MALAGA","Abril","MALAGA",72888,3028,14515,14211,2924,18671,19539,778,3702,7254,53259,7895
"4860",29068,"MALAGA","Abril","MANILVA",1615,67,337,341,72,403,395,31,61,232,1159,132
"4861",29069,"MALAGA","Abril","MARBELLA",15454,686,3065,3064,594,3940,4105,137,391,1553,12456,917
"4862",29070,"MALAGA","Abril","MIJAS",9486,428,1852,1752,383,2622,2449,88,243,964,7542,649
"4863",29071,"MALAGA","Abril","MOCLINEJO",138,6,33,48,7,27,17,5,4,44,81,4
"4864",29072,"MALAGA","Abril","MOLLINA",451,21,78,96,34,134,88,83,32,30,286,20
"4865",29073,"MALAGA","Abril","MONDA",332,16,51,84,14,74,93,10,18,71,207,26
"4866",29903,"MALAGA","Abril","MONTECORTO",74,6,12,20,4,13,19,6,3,9,54,2
"4867",29074,"MALAGA","Abril","MONTEJAQUE",98,6,20,21,4,30,17,6,7,6,73,6
"4868",29075,"MALAGA","Abril","NERJA",2871,123,675,534,106,726,707,45,71,304,2356,95
"4869",29076,"MALAGA","Abril","OJEN",419,23,89,79,13,105,110,1,15,42,338,23
"4870",29077,"MALAGA","Abril","PARAUTA",24,2,5,7,1,6,3,0,0,3,20,1
"4871",29079,"MALAGA","Abril","PERIANA",328,21,63,84,19,94,47,47,7,40,212,22
"4872",29080,"MALAGA","Abril","PIZARRA",1189,63,188,218,33,334,353,53,81,196,762,97
"4873",29081,"MALAGA","Abril","PUJERRA",16,NA,7,5,1,2,1,1,NA,10,5,NA
"4874",29082,"MALAGA","Abril","RINCON DE LA VICTORIA",4741,178,905,919,145,1249,1345,46,246,466,3602,381
"4875",29083,"MALAGA","Abril","RIOGORDO",203,6,36,64,10,55,32,38,6,28,124,7
"4876",29084,"MALAGA","Abril","RONDA",4153,187,785,842,176,1061,1102,165,223,602,2813,350
"4877",29085,"MALAGA","Abril","SALARES",19,2,4,6,0,5,2,1,NA,9,8,1
"4878",29086,"MALAGA","Abril","SAYALONGA",125,7,21,48,9,23,17,7,17,37,57,7
"4879",29087,"MALAGA","Abril","SEDELLA",59,1,14,26,4,10,4,1,1,10,43,4
"4880",29904,"MALAGA","Abril","SERRATO",73,3,19,18,5,13,15,10,0,26,34,3
"4881",29088,"MALAGA","Abril","SIERRA DE YEGUAS",292,19,48,69,13,85,58,69,27,24,159,13
"4882",29089,"MALAGA","Abril","TEBA",384,25,83,109,25,88,54,77,14,85,197,11
"4883",29090,"MALAGA","Abril","TOLOX",242,10,49,60,8,67,48,20,11,52,136,23
"4884",29901,"MALAGA","Abril","TORREMOLINOS",8435,359,1655,1692,316,2124,2289,64,214,502,6922,733
"4885",29091,"MALAGA","Abril","TORROX",1881,84,358,401,88,520,430,105,63,182,1390,141
"4886",29092,"MALAGA","Abril","TOTALAN",97,2,25,28,5,27,10,2,NA,12,74,9
"4887",29093,"MALAGA","Abril","VALLE DE ABDALAJIS",260,20,47,65,18,68,42,28,9,55,153,15
"4888",29094,"MALAGA","Abril","VELEZ-MALAGA",9043,410,1880,1848,417,2517,1971,546,418,1064,6196,819
"4889",29095,"MALAGA","Abril","VILLANUEVA DE ALGAIDAS",321,15,65,79,19,86,57,78,14,39,174,16
"4890",29902,"MALAGA","Abril","VILLANUEVA DE LA CONCEPCIÓN",282,17,46,107,14,69,29,45,11,58,157,11
"4891",29096,"MALAGA","Abril","VILLANUEVA DEL ROSARIO",324,17,88,94,19,69,37,65,10,47,188,14
"4892",29097,"MALAGA","Abril","VILLANUEVA DEL TRABUCO",476,32,88,116,32,135,73,86,32,73,259,26
"4893",29098,"MALAGA","Abril","VILLANUEVA DE TAPIA",113,9,17,40,8,30,9,32,8,19,52,2
"4894",29099,"MALAGA","Abril","VIÑUELA",165,10,33,52,4,40,26,17,7,25,104,12
"4895",29100,"MALAGA","Abril","YUNQUERA",447,23,56,91,17,87,173,45,54,87,228,33
"4896",52001,"MELILLA","Abril","MELILLA",9350,599,1385,1682,720,2685,2279,63,157,663,6780,1687
"4897",30001,"MURCIA","Abril","ABANILLA",457,30,89,99,26,98,115,38,91,38,248,42
"4898",30002,"MURCIA","Abril","ABARAN",558,28,90,106,45,155,134,140,36,39,287,56
"4899",30003,"MURCIA","Abril","AGUILAS",2811,153,508,563,168,786,633,434,106,227,1955,89
"4900",30004,"MURCIA","Abril","ALBUDEITE",142,7,20,29,13,35,38,21,9,11,96,5
"4901",30005,"MURCIA","Abril","ALCANTARILLA",4049,216,655,763,202,1110,1103,106,519,420,2520,484
"4902",30902,"MURCIA","Abril","ALCAZARES, LOS",1156,46,182,227,57,346,298,64,83,83,855,71
"4903",30006,"MURCIA","Abril","ALEDO",46,0,4,12,4,8,18,14,4,1,26,1
"4904",30007,"MURCIA","Abril","ALGUAZAS",782,36,122,155,39,208,222,30,108,53,527,64
"4905",30008,"MURCIA","Abril","ALHAMA DE MURCIA",1464,89,259,245,80,395,396,152,379,70,717,146
"4906",30009,"MURCIA","Abril","ARCHENA",1205,51,223,203,43,329,356,92,98,106,828,81
"4907",30010,"MURCIA","Abril","BENIEL",653,42,106,145,27,179,154,26,86,81,409,51
"4908",30011,"MURCIA","Abril","BLANCA",365,11,67,79,21,89,98,70,24,28,213,30
"4909",30012,"MURCIA","Abril","BULLAS",1057,54,158,185,47,277,336,93,253,154,486,71
"4910",30013,"MURCIA","Abril","CALASPARRA",854,35,131,184,57,219,228,89,137,62,553,13
"4911",30014,"MURCIA","Abril","CAMPOS DEL RIO",176,5,31,29,11,50,50,8,29,18,112,9
"4912",30015,"MURCIA","Abril","CARAVACA DE LA CRUZ",2138,83,310,401,97,556,691,106,604,100,1181,147
"4913",30016,"MURCIA","Abril","CARTAGENA",19328,947,3470,3895,909,4993,5114,685,1491,2070,13254,1828
"4914",30017,"MURCIA","Abril","CEHEGIN",1567,63,226,336,69,358,515,139,353,147,858,70
"4915",30018,"MURCIA","Abril","CEUTI",841,45,135,141,37,218,265,34,117,96,539,55
"4916",30019,"MURCIA","Abril","CIEZA",2131,91,303,378,107,554,698,478,253,177,1031,192
"4917",30020,"MURCIA","Abril","FORTUNA",886,55,116,178,65,250,222,69,112,89,529,87
"4918",30021,"MURCIA","Abril","FUENTE ALAMO DE MURCIA",903,60,169,161,46,254,213,151,113,77,471,91
"4919",30022,"MURCIA","Abril","JUMILLA",1886,83,343,334,111,440,575,262,228,209,1002,185
"4920",30023,"MURCIA","Abril","LIBRILLA",383,28,52,67,12,125,99,27,62,29,241,24
"4921",30024,"MURCIA","Abril","LORCA",5271,241,841,1041,216,1324,1608,580,395,374,3577,345
"4922",30025,"MURCIA","Abril","LORQUI",543,31,91,81,17,165,158,18,72,47,366,40
"4923",30026,"MURCIA","Abril","MAZARRON",2144,123,385,425,104,578,529,310,86,180,1527,41
"4924",30027,"MURCIA","Abril","MOLINA DE SEGURA",5530,279,922,907,244,1496,1682,145,818,358,3714,495
"4925",30028,"MURCIA","Abril","MORATALLA",909,31,141,165,40,216,316,55,179,59,582,34
"4926",30029,"MURCIA","Abril","MULA",1099,43,206,210,67,307,266,139,147,134,612,67
"4927",30030,"MURCIA","Abril","MURCIA",35108,1637,6196,6919,1633,9453,9270,805,3077,3129,25232,2865
"4928",30031,"MURCIA","Abril","OJOS",46,1,13,10,1,9,12,4,4,5,31,2
"4929",30032,"MURCIA","Abril","PLIEGO",193,11,29,38,10,48,57,28,20,20,114,11
"4930",30033,"MURCIA","Abril","PUERTO LUMBRERAS",811,39,138,151,49,229,205,123,51,64,531,42
"4931",30034,"MURCIA","Abril","RICOTE",95,5,17,14,3,28,28,9,4,3,74,5
"4932",30035,"MURCIA","Abril","SAN JAVIER",2285,133,376,412,119,626,619,191,117,178,1616,183
"4933",30036,"MURCIA","Abril","SAN PEDRO DEL PINATAR",2101,121,352,412,97,562,557,147,107,203,1470,174
"4934",30901,"MURCIA","Abril","SANTOMERA",972,48,152,174,38,285,275,39,137,79,641,76
"4935",30037,"MURCIA","Abril","TORRE-PACHECO",2123,98,393,407,114,602,509,294,105,258,1299,167
"4936",30038,"MURCIA","Abril","TORRES DE COTILLAS, LAS",1673,101,252,303,88,427,502,49,312,111,1057,144
"4937",30039,"MURCIA","Abril","TOTANA",1631,87,318,295,64,421,446,228,207,140,960,96
"4938",30040,"MURCIA","Abril","ULEA",56,5,8,15,3,16,9,4,6,3,40,3
"4939",30041,"MURCIA","Abril","UNION, LA",2337,132,420,397,135,699,554,64,170,278,1647,178
"4940",30042,"MURCIA","Abril","VILLANUEVA DEL RIO SEGURA",202,13,31,34,10,73,41,16,23,10,141,12
"4941",30043,"MURCIA","Abril","YECLA",3241,191,488,498,200,823,1041,128,1170,118,1502,323
"4942",31001,"NAVARRA","Abril","ABAIGAR",6,0,0,2,0,1,3,NA,0,1,4,1
"4943",31002,"NAVARRA","Abril","ABARZUZA",20,2,1,7,2,2,6,1,1,0,16,2
"4944",31003,"NAVARRA","Abril","ABAURREGAINA/ABAURREA ALTA",4,0,3,1,NA,0,0,1,0,NA,3,NA
"4945",31004,"NAVARRA","Abril","ABAURREPEA/ABAURREA BAJA",3,NA,NA,1,NA,1,1,NA,NA,NA,3,NA
"4946",31005,"NAVARRA","Abril","ABERIN",16,1,4,1,0,3,7,NA,3,1,11,1
"4947",31006,"NAVARRA","Abril","ABLITAS",187,6,28,49,7,34,63,21,35,13,102,16
"4948",31007,"NAVARRA","Abril","ADIOS",6,NA,0,2,1,1,2,NA,0,1,3,2
"4949",31008,"NAVARRA","Abril","AGUILAR DE CODES",3,NA,0,1,NA,2,0,NA,1,0,2,NA
"4950",31009,"NAVARRA","Abril","AIBAR/OIBAR",52,4,9,7,4,11,17,1,8,2,36,5
"4951",31011,"NAVARRA","Abril","ALLIN",41,4,4,7,2,6,18,2,4,0,33,2
"4952",31012,"NAVARRA","Abril","ALLO",88,6,18,19,5,25,15,8,14,5,52,9
"4953",31010,"NAVARRA","Abril","ALTSASU/ALSASUA",491,25,72,100,29,104,161,5,112,24,311,39
"4954",31013,"NAVARRA","Abril","AMESCOA BAJA",38,3,4,17,2,4,8,1,7,1,29,0
"4955",31014,"NAVARRA","Abril","ANCIN",18,1,5,3,0,4,5,2,2,NA,14,NA
"4956",31015,"NAVARRA","Abril","ANDOSILLA",181,6,26,29,5,59,56,26,49,8,84,14
"4957",31016,"NAVARRA","Abril","ANSOAIN",723,41,144,138,31,163,206,11,91,46,545,30
"4958",31017,"NAVARRA","Abril","ANUE",16,1,1,2,2,4,6,NA,1,0,12,3
"4959",31018,"NAVARRA","Abril","AÑORBE",41,1,8,9,2,11,10,NA,3,4,33,1
"4960",31019,"NAVARRA","Abril","AOIZ/AGOITZ",236,26,61,45,12,55,37,9,29,14,151,33
"4961",31020,"NAVARRA","Abril","ARAITZ",8,0,2,0,0,4,2,NA,0,1,7,NA
"4962",31025,"NAVARRA","Abril","ARAKIL",45,2,6,4,0,10,23,1,3,2,38,1
"4963",31021,"NAVARRA","Abril","ARANARACHE",3,0,NA,2,NA,1,NA,NA,0,NA,3,NA
"4964",31023,"NAVARRA","Abril","ARANGUREN",451,29,91,68,24,124,115,5,42,17,365,22
"4965",31024,"NAVARRA","Abril","ARANO",3,NA,1,1,NA,NA,1,NA,0,NA,3,NA
"4966",31022,"NAVARRA","Abril","ARANTZA",14,1,0,5,0,6,2,0,3,NA,11,NA
"4967",31026,"NAVARRA","Abril","ARAS",4,NA,NA,3,NA,NA,1,1,1,NA,1,1
"4968",31027,"NAVARRA","Abril","ARBIZU",39,4,7,7,2,9,10,2,10,0,24,3
"4969",31028,"NAVARRA","Abril","ARCE/ARTZI",14,4,3,2,2,2,1,0,0,2,10,2
"4970",31029,"NAVARRA","Abril","ARCOS, LOS",77,6,14,20,4,10,23,10,6,7,49,5
"4971",31030,"NAVARRA","Abril","ARELLANO",3,0,0,2,NA,1,0,0,0,1,2,NA
"4972",31031,"NAVARRA","Abril","ARESO",6,1,0,3,NA,1,1,NA,1,NA,5,NA
"4973",31032,"NAVARRA","Abril","ARGUEDAS",144,5,28,38,8,28,37,26,17,9,83,9
"4974",31033,"NAVARRA","Abril","ARIA",2,NA,0,1,NA,1,NA,1,0,NA,1,NA
"4975",31034,"NAVARRA","Abril","ARIBE",4,NA,3,0,NA,0,1,NA,0,NA,4,NA
"4976",31035,"NAVARRA","Abril","ARMAÑANZAS",2,NA,0,1,NA,1,NA,0,0,NA,2,NA
"4977",31036,"NAVARRA","Abril","ARRONIZ",66,6,14,13,5,10,18,3,13,4,37,9
"4978",31037,"NAVARRA","Abril","ARRUAZU",5,1,1,2,1,0,0,NA,4,NA,1,NA
"4979",31038,"NAVARRA","Abril","ARTAJONA",74,4,9,16,1,28,16,7,8,1,57,1
"4980",31039,"NAVARRA","Abril","ARTAZU",3,0,0,2,NA,1,0,0,1,0,2,NA
"4981",31040,"NAVARRA","Abril","ATEZ",14,NA,5,4,1,1,3,NA,3,1,10,NA
"4982",31058,"NAVARRA","Abril","AURITZ/BURGUETE",10,3,2,1,1,3,0,NA,1,NA,9,NA
"4983",31041,"NAVARRA","Abril","AYEGUI",129,5,30,25,8,29,32,3,19,10,91,6
"4984",31042,"NAVARRA","Abril","AZAGRA",183,7,30,30,10,64,42,34,38,7,97,7
"4985",31043,"NAVARRA","Abril","AZUELO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4986",31044,"NAVARRA","Abril","BAKAIKU",11,1,0,2,NA,2,6,NA,3,NA,8,NA
"4987",31901,"NAVARRA","Abril","BARAÑAIN",1304,56,269,235,62,319,363,15,135,61,1008,85
"4988",31045,"NAVARRA","Abril","BARASOAIN",31,2,5,12,2,2,8,1,5,1,22,2
"4989",31046,"NAVARRA","Abril","BARBARIN",4,NA,1,NA,NA,1,2,1,1,NA,2,NA
"4990",31047,"NAVARRA","Abril","BARGOTA",5,NA,1,1,1,1,1,NA,2,NA,3,NA
"4991",31048,"NAVARRA","Abril","BARILLAS",10,0,3,1,0,4,2,0,0,1,8,1
"4992",31049,"NAVARRA","Abril","BASABURUA",21,0,3,6,1,7,4,0,3,0,18,NA
"4993",31050,"NAVARRA","Abril","BAZTAN",233,15,47,52,7,57,55,8,32,11,176,6
"4994",31137,"NAVARRA","Abril","BEINTZA-LABAIEN",8,1,2,3,0,1,1,1,1,NA,5,1
"4995",31051,"NAVARRA","Abril","BEIRE",11,NA,1,1,NA,4,5,4,0,0,7,NA
"4996",31052,"NAVARRA","Abril","BELASCOAIN",5,1,1,1,NA,NA,2,NA,3,NA,2,NA
"4997",31250,"NAVARRA","Abril","BERA/VERA DE BIDASOA",114,3,27,17,2,34,31,2,28,2,80,2
"4998",31053,"NAVARRA","Abril","BERBINZANA",38,3,5,7,5,10,8,4,10,2,17,5
"4999",31905,"NAVARRA","Abril","BERIAIN",290,17,61,56,9,60,87,3,32,16,222,17
"5000",31902,"NAVARRA","Abril","BERRIOPLANO",388,27,72,50,14,132,93,5,39,19,297,28
"5001",31903,"NAVARRA","Abril","BERRIOZAR",874,49,172,151,56,256,190,15,82,48,654,75
"5002",31054,"NAVARRA","Abril","BERTIZARANA",36,0,8,10,0,9,9,2,7,1,26,NA
"5003",31055,"NAVARRA","Abril","BETELU",9,NA,2,3,NA,2,2,0,2,NA,7,NA
"5004",31253,"NAVARRA","Abril","BIDAURRETA",0,NA,0,0,NA,0,0,NA,0,0,0,NA
"5005",31056,"NAVARRA","Abril","BIURRUN-OLCOZ",16,NA,1,5,0,4,6,1,0,1,12,2
"5006",31057,"NAVARRA","Abril","BUÑUEL",134,7,19,27,4,27,50,29,24,4,67,10
"5007",31059,"NAVARRA","Abril","BURGUI/BURGI",4,NA,NA,1,NA,3,0,NA,NA,NA,4,NA
"5008",31060,"NAVARRA","Abril","BURLADA/BURLATA",1377,83,247,300,67,344,336,16,125,83,1063,90
"5009",31061,"NAVARRA","Abril","BUSTO, EL",2,NA,NA,0,NA,1,1,NA,0,0,2,NA
"5010",31062,"NAVARRA","Abril","CABANILLAS",50,4,10,8,2,11,15,5,7,1,33,4
"5011",31063,"NAVARRA","Abril","CABREDO",2,NA,NA,0,NA,NA,2,NA,1,NA,1,NA
"5012",31064,"NAVARRA","Abril","CADREITA",94,5,17,18,2,30,22,15,27,5,37,10
"5013",31065,"NAVARRA","Abril","CAPARROSO",204,13,43,32,11,61,44,51,23,9,101,20
"5014",31066,"NAVARRA","Abril","CARCAR",94,6,17,16,5,26,24,26,19,4,34,11
"5015",31067,"NAVARRA","Abril","CARCASTILLO",173,9,35,44,9,43,33,25,22,4,103,19
"5016",31068,"NAVARRA","Abril","CASCANTE",320,13,70,49,14,87,87,46,45,20,170,39
"5017",31069,"NAVARRA","Abril","CASEDA",42,2,15,2,NA,12,11,1,6,NA,34,1
"5018",31070,"NAVARRA","Abril","CASTEJON",392,19,72,88,15,110,88,60,102,17,162,51
"5019",31071,"NAVARRA","Abril","CASTILLONUEVO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5020",31193,"NAVARRA","Abril","CENDEA DE OLZA/OLTZA ZENDEA",86,4,20,21,2,19,20,1,20,5,59,1
"5021",31072,"NAVARRA","Abril","CINTRUENIGO",651,28,122,146,31,179,145,100,132,37,289,93
"5022",31074,"NAVARRA","Abril","CIRAUQUI",18,NA,3,5,NA,5,5,3,4,1,8,2
"5023",31075,"NAVARRA","Abril","CIRIZA",15,3,5,3,NA,1,3,2,1,4,5,3
"5024",31076,"NAVARRA","Abril","CIZUR",111,3,20,22,6,27,33,NA,9,2,95,5
"5025",31077,"NAVARRA","Abril","CORELLA",675,40,137,120,49,155,174,104,157,76,265,73
"5026",31078,"NAVARRA","Abril","CORTES",186,8,25,44,13,40,56,25,26,7,107,21
"5027",31079,"NAVARRA","Abril","DESOJO",4,NA,0,1,NA,1,2,NA,0,NA,4,NA
"5028",31080,"NAVARRA","Abril","DICASTILLO",39,1,10,8,2,9,9,6,11,4,17,1
"5029",31081,"NAVARRA","Abril","DONAMARIA",14,NA,2,1,1,4,6,NA,3,0,11,NA
"5030",31221,"NAVARRA","Abril","DONEZTEBE/SANTESTEBAN",72,5,7,20,3,21,16,2,6,2,60,2
"5031",31083,"NAVARRA","Abril","ECHARRI",2,0,NA,0,NA,1,1,NA,0,NA,2,NA
"5032",31086,"NAVARRA","Abril","EGÜES",1065,38,230,163,29,365,240,7,98,35,866,59
"5033",31087,"NAVARRA","Abril","ELGORRIAGA",9,1,1,1,1,4,1,NA,1,0,8,NA
"5034",31089,"NAVARRA","Abril","ENERIZ",17,1,2,1,1,4,8,NA,3,0,13,1
"5035",31090,"NAVARRA","Abril","ERATSUN",4,NA,0,1,0,0,3,0,0,0,4,NA
"5036",31091,"NAVARRA","Abril","ERGOIENA",8,NA,1,2,NA,1,4,1,0,3,4,NA
"5037",31092,"NAVARRA","Abril","ERRO",28,2,6,7,3,6,4,NA,6,2,20,NA
"5038",31094,"NAVARRA","Abril","ESLAVA",4,0,NA,2,NA,1,1,1,1,NA,2,NA
"5039",31095,"NAVARRA","Abril","ESPARZA DE SALAZAR/ESPARTZA ZARAITZU",0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA
"5040",31096,"NAVARRA","Abril","ESPRONCEDA",7,1,2,2,1,1,0,0,NA,NA,6,1
"5041",31097,"NAVARRA","Abril","ESTELLA/LIZARRA",1039,57,209,182,55,267,269,63,150,46,703,77
"5042",31098,"NAVARRA","Abril","ESTERIBAR",124,6,13,18,9,40,38,1,10,3,108,2
"5043",31099,"NAVARRA","Abril","ETAYO",3,1,NA,1,NA,NA,1,3,0,NA,0,NA
"5044",31082,"NAVARRA","Abril","ETXALAR",21,2,2,4,0,8,5,NA,7,0,14,NA
"5045",31084,"NAVARRA","Abril","ETXARRI-ARANATZ",95,4,16,16,7,25,27,2,24,3,62,4
"5046",31085,"NAVARRA","Abril","ETXAURI",39,2,7,11,3,5,11,2,6,1,28,2
"5047",31100,"NAVARRA","Abril","EULATE",11,1,2,2,NA,5,1,NA,5,0,6,NA
"5048",31101,"NAVARRA","Abril","EZCABARTE",82,5,19,16,1,16,25,1,9,3,67,2
"5049",31093,"NAVARRA","Abril","EZCAROZ/EZKAROZE",6,NA,0,2,NA,1,3,NA,1,0,5,NA
"5050",31102,"NAVARRA","Abril","EZKURRA",6,NA,1,1,NA,1,3,NA,NA,1,5,NA
"5051",31103,"NAVARRA","Abril","EZPROGUI",2,NA,0,2,0,NA,0,0,1,NA,1,NA
"5052",31104,"NAVARRA","Abril","FALCES",123,10,25,22,8,32,26,28,30,6,47,12
"5053",31105,"NAVARRA","Abril","FITERO",166,6,30,43,3,48,36,47,23,9,60,27
"5054",31106,"NAVARRA","Abril","FONTELLAS",54,2,10,10,2,10,20,3,4,3,43,1
"5055",31107,"NAVARRA","Abril","FUNES",141,12,25,26,7,33,38,34,22,3,74,8
"5056",31108,"NAVARRA","Abril","FUSTIÑANA",136,6,24,32,3,28,43,19,18,5,82,12
"5057",31109,"NAVARRA","Abril","GALAR",71,1,10,12,6,23,19,NA,6,3,57,5
"5058",31110,"NAVARRA","Abril","GALLIPIENZO",6,NA,1,2,NA,NA,3,NA,0,0,6,NA
"5059",31111,"NAVARRA","Abril","GALLUES/GALOZE",3,1,1,1,NA,NA,NA,NA,NA,NA,3,NA
"5060",31112,"NAVARRA","Abril","GARAIOA",5,NA,1,3,NA,0,1,1,1,NA,3,NA
"5061",31113,"NAVARRA","Abril","GARDE",4,NA,1,3,NA,0,0,NA,0,NA,4,NA
"5062",31114,"NAVARRA","Abril","GARINOAIN",32,3,6,5,0,13,5,1,0,0,27,4
"5063",31115,"NAVARRA","Abril","GARRALDA",4,0,0,1,NA,2,1,NA,0,NA,4,NA
"5064",31116,"NAVARRA","Abril","GENEVILLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5065",31117,"NAVARRA","Abril","GOIZUETA",20,3,2,5,0,4,6,1,4,2,12,1
"5066",31118,"NAVARRA","Abril","GOÑI",4,0,1,1,0,0,2,NA,0,1,3,NA
"5067",31119,"NAVARRA","Abril","GÜESA/GORZA",2,NA,1,1,NA,NA,NA,NA,1,NA,1,NA
"5068",31120,"NAVARRA","Abril","GUESALAZ",19,0,2,7,0,2,8,1,4,1,12,1
"5069",31121,"NAVARRA","Abril","GUIRGUILLANO",5,NA,2,0,NA,1,2,NA,2,NA,3,NA
"5070",31256,"NAVARRA","Abril","HIRIBERRI/VILLANUEVA DE AEZKOA",4,0,0,2,NA,1,1,NA,1,1,2,NA
"5071",31122,"NAVARRA","Abril","HUARTE/UHARTE",410,23,89,61,18,117,102,2,57,14,317,20
"5072",31124,"NAVARRA","Abril","IBARGOITI",8,NA,1,1,1,3,2,0,0,NA,8,NA
"5073",31259,"NAVARRA","Abril","IGANTZI",18,1,5,1,3,4,4,NA,3,NA,15,NA
"5074",31125,"NAVARRA","Abril","IGUZQUIZA",15,1,2,4,0,2,6,2,1,1,11,NA
"5075",31126,"NAVARRA","Abril","IMOTZ",18,NA,4,6,0,6,2,NA,4,NA,14,NA
"5076",31127,"NAVARRA","Abril","IRAÑETA",4,NA,1,1,NA,0,2,1,0,NA,3,NA
"5077",31904,"NAVARRA","Abril","IRURTZUN",142,5,19,30,8,44,36,4,16,5,112,5
"5078",31128,"NAVARRA","Abril","ISABA/IZABA",15,NA,1,4,2,2,6,1,1,NA,12,1
"5079",31129,"NAVARRA","Abril","ITUREN",11,1,0,1,0,2,7,0,0,0,9,2
"5080",31130,"NAVARRA","Abril","ITURMENDI",24,8,1,4,0,5,6,1,5,1,11,6
"5081",31131,"NAVARRA","Abril","IZA",49,2,7,13,2,14,11,1,5,2,37,4
"5082",31132,"NAVARRA","Abril","IZAGAONDOA",8,NA,2,2,NA,1,3,NA,0,2,6,NA
"5083",31133,"NAVARRA","Abril","IZALZU/ITZALTZU",0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA
"5084",31134,"NAVARRA","Abril","JAURRIETA",2,NA,0,1,NA,0,1,NA,0,NA,2,NA
"5085",31135,"NAVARRA","Abril","JAVIER",3,NA,1,1,NA,NA,1,NA,0,NA,3,NA
"5086",31136,"NAVARRA","Abril","JUSLAPEÑA",25,NA,7,4,1,6,7,NA,4,0,21,NA
"5087",31138,"NAVARRA","Abril","LAKUNTZA",44,1,10,8,1,14,10,NA,11,2,30,1
"5088",31139,"NAVARRA","Abril","LANA",9,NA,1,1,NA,4,3,NA,1,1,7,0
"5089",31140,"NAVARRA","Abril","LANTZ",1,0,0,1,NA,NA,0,NA,1,NA,0,NA
"5090",31141,"NAVARRA","Abril","LAPOBLACION",5,NA,2,1,NA,1,1,NA,1,NA,4,NA
"5091",31142,"NAVARRA","Abril","LARRAGA",109,7,20,20,8,32,22,10,17,8,59,15
"5092",31143,"NAVARRA","Abril","LARRAONA",4,NA,NA,0,0,2,2,NA,1,0,2,1
"5093",31144,"NAVARRA","Abril","LARRAUN",24,2,2,12,0,5,3,NA,4,2,17,1
"5094",31145,"NAVARRA","Abril","LAZAGURRIA",2,NA,0,0,NA,2,0,1,1,NA,0,NA
