"fecha","cs","nuevos_casos","tarjetas_sanitarias","pcr_realizados","pcr_positivos","pcr_positivos_sintomas","fallecidos","casos_activos"
2020-03-29,171115,1,5162,4,0,0,1,8
2020-03-29,171116,0,3358,0,0,0,0,16
2020-03-29,171117,2,11185,1,0,0,0,79
2020-03-29,171118,0,1850,0,0,0,0,1
2020-03-29,171119,0,3578,2,1,1,0,2
2020-03-29,171120,3,20478,3,1,1,0,176
2020-03-29,171121,1,7128,2,0,0,0,32
2020-03-29,171122,0,7812,1,1,1,0,46
2020-03-30,170101,6,7598,2,2,2,0,55
2020-03-30,170102,15,13805,4,1,1,0,148
2020-03-30,170103,24,17113,23,9,9,0,419
2020-03-30,170104,17,11289,6,4,4,0,282
2020-03-30,170105,7,8657,12,7,7,1,81
2020-03-30,170106,5,2749,3,3,3,1,30
2020-03-30,170107,28,14531,25,21,21,2,390
2020-03-30,170108,2,4510,5,2,2,1,10
2020-03-30,170109,3,4590,0,0,0,0,22
2020-03-30,170110,3,5009,3,2,2,0,46
2020-03-30,170111,4,8666,4,4,4,0,90
2020-03-30,170112,3,2215,3,2,2,0,32
2020-03-30,170113,4,1428,0,1,1,0,22
2020-03-30,170114,5,5992,5,3,3,0,69
2020-03-30,170115,2,2404,2,1,1,0,19
2020-03-30,170116,0,2461,2,1,1,0,10
2020-03-30,170117,1,3570,0,0,0,0,17
2020-03-30,170118,0,1969,0,0,0,0,5
2020-03-30,170119,2,11034,4,2,2,0,30
2020-03-30,170120,1,2154,3,2,2,1,20
2020-03-30,170121,0,930,1,0,0,0,5
2020-03-30,170122,25,16079,16,7,7,0,334
2020-03-30,170201,17,19644,3,1,1,0,239
2020-03-30,170202,11,7752,1,0,0,0,133
2020-03-30,170203,33,16170,7,2,2,0,238
2020-03-30,170204,8,3893,0,0,0,0,118
2020-03-30,170205,11,8778,4,3,3,0,117
2020-03-30,170206,22,16671,15,4,4,0,240
2020-03-30,170207,14,16183,15,3,3,1,238
2020-03-30,170208,2,7313,1,0,0,0,68
2020-03-30,170209,17,11518,1,0,0,0,139
2020-03-30,170210,1,1818,0,0,0,0,31
2020-03-30,170211,0,2671,0,0,0,0,14
2020-03-30,170212,10,15253,4,4,4,1,178
2020-03-30,170213,16,15716,8,1,1,0,231
2020-03-30,170214,9,16703,6,0,0,0,176
2020-03-30,170215,0,1336,0,0,0,0,3
2020-03-30,170216,5,6027,3,2,2,0,69
2020-03-30,170217,13,17094,6,1,1,0,272
2020-03-30,170218,9,14868,4,1,1,0,166
2020-03-30,170219,2,6728,0,0,0,0,40
2020-03-30,170220,2,2784,1,1,1,0,15
2020-03-30,170221,18,18513,2,2,2,1,208
2020-03-30,170222,18,19188,4,3,3,1,229
2020-03-30,170223,0,1899,0,0,0,0,11
2020-03-30,170224,4,3159,1,0,0,0,22
2020-03-30,170225,2,5606,0,0,0,0,34
2020-03-30,170226,1,3244,1,0,0,0,20
2020-03-30,170227,25,21990,5,2,2,1,295
2020-03-30,170228,19,17245,5,2,2,1,216
2020-03-30,170229,0,441,0,0,0,0,0
2020-03-30,170230,0,549,0,0,0,0,0
2020-03-30,170231,2,974,1,1,1,0,3
2020-03-30,170232,1,919,0,0,0,0,4
2020-03-30,170233,1,2484,0,0,0,0,15
2020-03-30,170234,0,3693,0,0,0,0,23
2020-03-30,170235,2,4358,0,0,0,0,23
2020-03-30,170236,25,25227,14,2,2,1,365
2020-03-30,170237,13,10869,5,1,1,0,142
2020-03-30,170301,7,12895,0,0,0,5,124
2020-03-30,170302,27,12529,3,2,2,1,311
2020-03-30,170303,5,3922,1,0,0,0,75
2020-03-30,170304,1,951,0,0,0,0,18
2020-03-30,170305,2,3138,1,0,0,0,31
2020-03-30,170306,1,5820,0,0,0,0,63
2020-03-30,170307,4,6942,0,0,0,1,51
2020-03-30,170308,63,12645,5,2,2,7,488
2020-03-30,170309,10,9107,2,1,1,1,194
2020-03-30,170310,0,994,0,0,0,0,4
2020-03-30,170311,2,2509,1,0,0,0,26
2020-03-30,170312,50,37509,5,1,1,0,345
2020-03-30,170313,20,24974,3,2,2,0,315
2020-03-30,170314,26,20862,2,1,1,0,210
2020-03-30,170315,10,13272,1,0,0,0,158
2020-03-30,170316,29,24214,5,4,4,3,210
2020-03-30,170317,29,24624,7,4,4,0,278
2020-03-30,170318,2,4732,0,0,0,1,36
2020-03-30,170319,0,1380,0,0,0,0,16
2020-03-30,170320,0,1194,0,0,0,0,5
2020-03-30,170321,1,1819,1,1,1,0,13
2020-03-30,170322,21,13267,0,0,0,5,190
2020-03-30,170323,1,4416,1,0,0,0,19
2020-03-30,170324,15,20943,2,0,0,0,200
2020-03-30,170325,7,7888,0,0,0,1,77
2020-03-30,170326,0,3473,0,0,0,0,22
2020-03-30,170327,2,9162,2,1,1,0,62
2020-03-30,170328,17,19525,4,3,3,1,256
2020-03-30,170401,12,14767,3,0,0,0,125
2020-03-30,170402,5,12031,2,1,1,0,44
2020-03-30,170403,0,6549,2,0,0,0,6
2020-03-30,170404,10,21643,4,2,2,0,125
2020-03-30,170405,13,23035,7,3,3,0,193
2020-03-30,170406,5,16506,4,2,2,1,130
2020-03-30,170407,3,2378,0,0,0,0,33
2020-03-30,170408,0,4192,1,0,0,0,7
2020-03-30,170409,7,8966,2,2,2,0,58
2020-03-30,170410,0,6758,3,0,0,0,28
2020-03-30,170411,10,12437,3,1,1,0,121
2020-03-30,170501,5,8427,1,0,0,0,28
2020-03-30,170502,0,2025,0,0,0,0,10
2020-03-30,170503,6,3774,1,0,0,0,19
2020-03-30,170504,0,3348,0,0,0,0,16
2020-03-30,170505,1,3493,0,0,0,0,11
2020-03-30,170506,1,8147,2,0,0,0,22
2020-03-30,170507,1,3907,0,0,0,0,39
2020-03-30,170508,14,18563,8,4,4,0,207
2020-03-30,170509,26,20338,1,0,0,0,260
2020-03-30,170510,2,2122,0,0,0,0,18
2020-03-30,170511,5,4763,2,0,0,0,61
2020-03-30,170512,1,3068,3,0,0,0,22
2020-03-30,170513,23,22735,8,1,1,1,306
2020-03-30,170514,2,5892,1,1,1,1,17
2020-03-30,170515,27,20913,4,1,1,1,231
2020-03-30,170516,0,1852,0,0,0,0,14
2020-03-30,170517,6,9944,2,1,1,1,131
2020-03-30,170518,0,2143,0,0,0,0,21
2020-03-30,170519,7,1729,2,1,1,0,44
2020-03-30,170520,8,6195,3,1,1,0,41
2020-03-30,170601,25,12315,9,4,4,5,202
2020-03-30,170602,1,2568,1,0,0,0,10
2020-03-30,170603,17,16077,3,2,2,1,146
2020-03-30,170604,1,2133,1,0,0,0,27
2020-03-30,170605,0,1842,1,0,0,0,8
2020-03-30,170606,13,14658,6,2,2,2,219
2020-03-30,170607,24,20551,10,11,10,1,405
2020-03-30,170608,3,3221,3,0,0,1,21
2020-03-30,170609,1,1621,0,0,0,0,3
2020-03-30,170610,0,2025,1,0,0,0,1
2020-03-30,170611,28,18811,11,6,6,0,391
2020-03-30,170612,43,25832,23,11,11,0,552
2020-03-30,170613,8,9597,1,1,1,0,75
2020-03-30,170614,27,18490,13,6,6,0,361
2020-03-30,170615,1,1808,0,0,0,0,12
2020-03-30,170616,0,2555,0,0,0,1,13
2020-03-30,170617,0,2117,1,1,1,0,50
2020-03-30,170618,1,3294,0,0,0,0,6
2020-03-30,170619,0,1823,0,0,0,0,10
2020-03-30,170620,0,1694,0,0,0,0,3
2020-03-30,170621,6,2641,1,0,0,0,35
2020-03-30,170622,21,19188,15,10,10,2,342
2020-03-30,170623,31,12018,5,3,3,0,304
2020-03-30,170624,13,10063,2,2,2,0,81
2020-03-30,170625,22,14973,12,4,4,1,250
2020-03-30,170626,0,1643,1,1,1,0,1
2020-03-30,170627,28,12332,8,3,3,0,284
2020-03-30,170628,15,18209,8,4,4,0,266
2020-03-30,170629,5,8319,7,4,4,0,135
2020-03-30,170630,0,2189,0,0,0,0,12
2020-03-30,170631,25,10466,9,4,4,0,242
2020-03-30,170633,31,4032,11,4,4,0,107
2020-03-30,170634,5,6097,0,0,0,0,25
2020-03-30,170635,10,11492,12,4,4,0,166
2020-03-30,170636,20,15412,14,7,7,0,317
2020-03-30,170637,6,9829,7,4,4,0,212
2020-03-30,170701,12,8331,3,2,2,3,150
2020-03-30,170702,23,9273,3,2,2,6,227
2020-03-30,170703,7,13904,1,0,0,1,169
2020-03-30,170704,3,1377,0,0,0,0,34
2020-03-30,170705,3,2257,0,0,0,0,62
2020-03-30,170706,5,8568,9,6,6,0,130
2020-03-30,170707,0,4359,1,1,1,0,23
2020-03-30,170708,58,22189,10,6,6,4,592
2020-03-30,170709,23,18161,9,5,5,3,579
2020-03-30,170710,40,15315,11,7,7,3,410
2020-03-30,170711,39,21485,14,6,6,1,423
2020-03-30,170712,1,2868,1,1,1,1,51
2020-03-30,170713,4,3295,1,1,1,0,108
2020-03-30,170714,8,8526,2,1,1,0,64
2020-03-30,170715,49,5361,4,2,2,2,232
2020-03-30,170716,3,821,0,0,0,0,22
2020-03-30,170801,1,3414,1,0,0,0,7
2020-03-30,170802,19,6686,2,2,2,1,166
2020-03-30,170803,1,2736,1,1,1,0,10
2020-03-30,170804,0,1393,0,0,0,0,15
2020-03-30,170805,16,5504,5,3,3,0,93
2020-03-30,170806,2,4098,0,0,0,0,79
2020-03-30,170807,2,1073,1,1,1,0,15
2020-03-30,170808,1,4206,0,0,0,0,21
2020-03-30,170809,4,3345,1,1,1,2,109
2020-03-30,170810,3,3813,0,0,0,0,35
2020-03-30,170811,9,7309,2,2,2,0,97
2020-03-30,170812,0,916,0,0,0,0,18
2020-03-30,170813,34,23699,10,7,7,2,393
2020-03-30,170814,21,19286,4,3,3,3,431
2020-03-30,170902,10,18958,14,11,11,2,246
2020-03-30,170903,16,15060,6,3,3,0,140
2020-03-30,170906,10,18813,14,7,7,0,172
2020-03-30,170907,29,25426,14,5,5,1,324
2020-03-30,170909,14,28564,7,3,2,0,180
2020-03-30,170910,0,2621,2,0,0,0,8
2020-03-30,170913,2,6557,1,1,1,0,50
2020-03-30,170914,4,1879,0,0,0,0,12
2020-03-30,170915,33,28717,13,5,4,0,279
2020-03-30,170916,23,22958,3,2,2,1,225
2020-03-30,170919,10,22294,13,4,4,0,165
2020-03-30,170920,5,11490,8,3,3,0,78
2020-03-30,170924,0,2159,1,1,1,0,2
2020-03-30,170925,0,2264,0,0,0,0,10
2020-03-30,170926,6,8743,8,2,2,1,57
2020-03-30,170927,31,26273,9,6,6,0,216
2020-03-30,170928,17,18949,11,7,7,0,197
2020-03-30,171001,2,5942,3,0,0,0,66
2020-03-30,171002,0,1317,0,0,0,0,7
2020-03-30,171003,9,14915,4,2,2,0,167
2020-03-30,171006,5,11068,5,3,3,0,75
2020-03-30,171007,10,9221,0,1,1,0,129
2020-03-30,171008,13,14118,4,2,2,0,129
2020-03-30,171009,11,16460,8,6,6,1,167
2020-03-30,171010,16,13892,9,2,2,1,173
2020-03-30,171011,10,9496,3,0,0,0,104
2020-03-30,171012,8,14232,7,4,4,0,175
2020-03-30,171013,18,11185,5,4,4,0,146
2020-03-30,171014,15,11173,8,5,5,0,133
2020-03-30,171015,6,9403,3,0,0,0,70
2020-03-30,171016,11,11564,1,1,1,0,96
2020-03-30,171017,0,5318,1,0,0,0,22
2020-03-30,171018,10,11624,5,2,2,0,113
2020-03-30,171019,0,2752,0,0,0,0,16
2020-03-30,171020,2,4373,4,0,0,0,23
2020-03-30,171021,0,8425,1,0,0,0,15
2020-03-30,171022,22,20996,2,1,1,1,148
2020-03-30,171023,22,17223,7,2,2,0,243
2020-03-30,171024,28,18242,8,5,5,1,261
2020-03-30,171025,8,8791,3,3,3,0,138
2020-03-30,171026,2,7508,6,2,2,0,61
2020-03-30,171101,8,15036,5,3,3,0,140
2020-03-30,171102,0,4604,0,0,0,0,6
2020-03-30,171103,0,521,0,0,0,0,0
2020-03-30,171104,5,12430,6,1,1,0,63
2020-03-30,171105,0,14593,1,0,0,0,62
2020-03-30,171106,0,3039,0,0,0,0,3
2020-03-30,171107,0,2982,0,0,0,0,6
2020-03-30,171108,0,1121,0,0,0,0,1
2020-03-30,171109,0,2009,1,0,0,0,7
2020-03-30,171110,2,2910,0,0,0,0,22
2020-03-30,171111,14,16715,5,1,1,0,105
2020-03-30,171112,10,12647,6,2,2,0,116
2020-03-30,171113,3,5267,0,0,0,0,55
2020-03-30,171114,0,3974,0,0,0,0,26
2020-03-30,171115,2,5162,2,1,1,0,10
2020-03-30,171116,2,3358,0,0,0,0,18
2020-03-30,171117,11,11185,0,0,0,0,90
2020-03-30,171118,0,1850,0,0,0,0,1
2020-03-30,171119,2,3578,0,0,0,0,4
2020-03-30,171120,13,20478,3,1,1,1,188
2020-03-30,171121,3,7128,3,0,0,0,35
2020-03-30,171122,6,7812,0,0,0,0,52
2020-03-31,170101,5,7598,6,4,4,1,59
2020-03-31,170102,9,13805,9,8,8,1,156
2020-03-31,170103,28,17113,41,22,22,0,445
2020-03-31,170104,18,11289,22,13,13,4,293
2020-03-31,170105,8,8657,9,5,5,0,89
2020-03-31,170106,4,2749,5,2,2,3,31
2020-03-31,170107,33,14531,40,30,30,1,422
2020-03-31,170108,4,4510,1,1,1,0,14
2020-03-31,170109,1,4590,2,1,1,0,23
2020-03-31,170110,3,5009,3,1,1,0,49
2020-03-31,170111,7,8666,4,3,3,1,95
2020-03-31,170112,3,2215,4,2,2,0,35
2020-03-31,170113,5,1428,1,1,1,0,27
2020-03-31,170114,3,5992,1,0,0,0,72
2020-03-31,170115,0,2404,4,3,3,0,19
2020-03-31,170116,1,2461,5,2,1,0,11
2020-03-31,170117,1,3570,3,1,1,0,18
2020-03-31,170118,2,1969,1,0,0,0,7
2020-03-31,170119,4,11034,6,5,5,0,34
2020-03-31,170120,1,2154,2,0,0,0,21
2020-03-31,170121,0,930,0,0,0,0,5
2020-03-31,170122,15,16079,20,10,10,2,347
2020-03-31,170201,16,19644,7,3,3,0,249
2020-03-31,170202,10,7752,3,3,3,1,141
2020-03-31,170203,16,16170,11,8,8,2,252
2020-03-31,170204,5,3893,1,1,1,1,122
2020-03-31,170205,8,8778,5,1,1,1,124
2020-03-31,170206,21,16671,11,4,4,0,260
2020-03-31,170207,15,16183,7,2,2,0,251
2020-03-31,170208,1,7313,1,0,0,0,69
2020-03-31,170209,8,11518,7,4,4,0,146
2020-03-31,170210,0,1818,1,1,0,0,31
2020-03-31,170211,0,2671,0,0,0,0,14
2020-03-31,170212,12,15253,11,0,0,1,189
2020-03-31,170213,9,15716,7,2,2,1,237
2020-03-31,170214,8,16703,9,4,4,1,181
2020-03-31,170215,0,1336,0,0,0,0,3
2020-03-31,170216,3,6027,1,0,0,0,72
2020-03-31,170217,10,17094,8,2,2,0,277
2020-03-31,170218,13,14868,10,0,0,0,176
2020-03-31,170219,2,6728,0,0,0,0,42
2020-03-31,170220,0,2784,0,0,0,0,15
2020-03-31,170221,14,18513,7,5,5,0,220
2020-03-31,170222,14,19188,3,4,4,0,242
2020-03-31,170223,1,1899,1,1,1,0,12
2020-03-31,170224,1,3159,3,1,1,0,23
2020-03-31,170225,1,5606,2,0,0,1,34
2020-03-31,170226,3,3244,0,0,0,0,23
2020-03-31,170227,6,21990,9,0,0,0,300
2020-03-31,170228,8,17245,7,2,2,2,220
2020-03-31,170229,0,441,0,0,0,0,0
2020-03-31,170230,0,549,0,0,0,0,0
2020-03-31,170231,0,974,0,0,0,0,3
2020-03-31,170232,0,919,0,0,0,0,4
2020-03-31,170233,1,2484,0,0,0,0,16
2020-03-31,170234,3,3693,0,0,0,0,26
2020-03-31,170235,2,4358,0,0,0,0,25
2020-03-31,170236,14,25227,12,3,3,0,377
2020-03-31,170237,12,10869,6,2,2,0,154
2020-03-31,170301,11,12895,3,3,3,1,134
2020-03-31,170302,21,12529,7,3,3,6,326
2020-03-31,170303,6,3922,1,0,0,2,77
2020-03-31,170304,1,951,0,0,0,1,18
2020-03-31,170305,1,3138,0,0,0,0,32
2020-03-31,170306,2,5820,0,0,0,0,65
2020-03-31,170307,6,6942,0,0,0,0,57
2020-03-31,170308,44,12645,6,2,2,4,528
2020-03-31,170309,9,9107,3,2,2,3,200
2020-03-31,170310,0,994,0,0,0,0,4
2020-03-31,170311,1,2509,1,1,1,0,27
2020-03-31,170312,24,37509,14,12,12,1,368
2020-03-31,170313,15,24974,7,5,5,1,329
2020-03-31,170314,9,20862,4,3,3,0,217
2020-03-31,170315,13,13272,4,2,2,0,171
2020-03-31,170316,14,24214,4,2,2,0,222
2020-03-31,170317,12,24624,4,3,3,4,286
2020-03-31,170318,0,4732,0,0,0,0,36
2020-03-31,170319,0,1380,0,0,0,0,16
2020-03-31,170320,0,1194,0,0,0,0,5
2020-03-31,170321,1,1819,0,0,0,1,13
2020-03-31,170322,15,13267,6,1,1,6,198
2020-03-31,170323,2,4416,0,0,0,0,21
2020-03-31,170324,9,20943,4,1,1,0,208
2020-03-31,170325,6,7888,0,0,0,0,83
2020-03-31,170326,0,3473,0,0,0,0,22
2020-03-31,170327,6,9162,2,1,1,0,67
2020-03-31,170328,31,19525,6,5,5,7,281
2020-03-31,170401,8,14767,4,1,1,1,132
2020-03-31,170402,0,12031,2,1,1,0,44
2020-03-31,170403,1,6549,3,0,0,0,7
2020-03-31,170404,11,21643,11,4,4,0,136
2020-03-31,170405,7,23035,14,6,6,1,199
2020-03-31,170406,10,16506,2,1,1,0,139
2020-03-31,170407,0,2378,2,0,0,0,33
2020-03-31,170408,0,4192,0,0,0,0,7
2020-03-31,170409,4,8966,9,4,4,0,62
2020-03-31,170410,3,6758,2,1,1,0,31
2020-03-31,170411,10,12437,6,1,1,1,130
2020-03-31,170501,1,8427,0,0,0,0,29
2020-03-31,170502,0,2025,0,0,0,0,10
2020-03-31,170503,1,3774,0,0,0,0,20
2020-03-31,170504,0,3348,1,0,0,0,16
2020-03-31,170505,1,3493,1,0,0,0,12
2020-03-31,170506,0,8147,1,0,0,0,22
2020-03-31,170507,1,3907,1,0,0,1,39
2020-03-31,170508,14,18563,14,5,5,0,221
2020-03-31,170509,18,20338,13,6,6,0,277
2020-03-31,170510,0,2122,0,0,0,0,18
2020-03-31,170511,4,4763,0,0,0,0,65
2020-03-31,170512,1,3068,1,1,1,0,23
2020-03-31,170513,22,22735,13,9,9,1,326
2020-03-31,170514,3,5892,0,0,0,0,20
2020-03-31,170515,12,20913,5,1,1,0,243
2020-03-31,170516,1,1852,0,0,0,0,15
2020-03-31,170517,5,9944,2,2,2,0,136
2020-03-31,170518,3,2143,0,0,0,0,24
2020-03-31,170519,2,1729,1,1,1,0,46
2020-03-31,170520,3,6195,1,0,0,0,44
2020-03-31,170601,18,12315,12,7,7,1,219
2020-03-31,170602,0,2568,2,2,2,0,10
2020-03-31,170603,12,16077,14,4,4,0,158
2020-03-31,170604,3,2133,2,0,0,0,30
2020-03-31,170605,0,1842,1,0,0,0,8
2020-03-31,170606,10,14658,7,3,3,1,228
2020-03-31,170607,17,20551,24,6,6,2,417
2020-03-31,170608,2,3221,0,0,0,0,23
2020-03-31,170609,0,1621,1,0,0,1,3
2020-03-31,170610,0,2025,0,0,0,0,1
2020-03-31,170611,20,18811,22,7,7,1,407
2020-03-31,170612,34,25832,30,9,9,3,583
2020-03-31,170613,8,9597,2,0,0,0,82
2020-03-31,170614,17,18490,13,4,4,3,374
2020-03-31,170615,2,1808,0,0,0,0,14
2020-03-31,170616,0,2555,3,2,2,0,13
2020-03-31,170617,1,2117,5,2,2,0,51
2020-03-31,170618,0,3294,0,0,0,0,6
2020-03-31,170619,0,1823,1,0,0,0,10
2020-03-31,170620,0,1694,1,1,1,0,3
2020-03-31,170621,3,2641,2,1,1,0,38
2020-03-31,170622,27,19188,20,6,6,1,367
2020-03-31,170623,9,12018,8,2,2,1,310
2020-03-31,170624,9,10063,5,4,4,1,88
2020-03-31,170625,12,14973,16,7,6,0,262
2020-03-31,170626,1,1643,1,1,1,0,2
2020-03-31,170627,17,12332,8,3,3,2,298
2020-03-31,170628,15,18209,20,6,6,3,278
2020-03-31,170629,11,8319,2,1,1,2,143
2020-03-31,170630,1,2189,1,1,1,0,13
2020-03-31,170631,8,10466,10,2,2,0,250
2020-03-31,170633,3,4032,2,2,2,1,109
2020-03-31,170634,3,6097,1,1,1,0,27
2020-03-31,170635,12,11492,12,4,4,1,175
2020-03-31,170636,12,15412,17,5,5,1,325
2020-03-31,170637,7,9829,6,2,2,0,218
2020-03-31,170701,8,8331,2,1,1,0,158
2020-03-31,170702,14,9273,10,7,7,2,238
2020-03-31,170703,10,13904,1,0,0,1,177
2020-03-31,170704,1,1377,1,1,1,2,33
2020-03-31,170705,6,2257,13,11,11,0,67
2020-03-31,170706,4,8568,7,5,5,2,132
2020-03-31,170707,0,4359,5,0,0,0,23
2020-03-31,170708,31,22189,20,12,12,1,619
2020-03-31,170709,27,18161,11,5,5,0,595
2020-03-31,170710,23,15315,20,10,10,0,433
2020-03-31,170711,23,21485,19,12,12,0,445
2020-03-31,170712,2,2868,2,0,0,0,53
2020-03-31,170713,5,3295,2,1,1,0,113
2020-03-31,170714,11,8526,4,2,2,0,75
2020-03-31,170715,8,5361,6,5,4,3,237
2020-03-31,170716,2,821,1,1,1,0,20
2020-03-31,170801,0,3414,0,0,0,0,7
2020-03-31,170802,5,6686,8,4,4,1,169
2020-03-31,170803,0,2736,2,0,0,0,10
2020-03-31,170804,0,1393,1,0,0,0,15
2020-03-31,170805,18,5504,4,2,2,1,110
2020-03-31,170806,1,4098,1,0,0,0,80
2020-03-31,170807,3,1073,1,0,0,0,18
2020-03-31,170808,1,4206,1,0,0,0,22
2020-03-31,170809,8,3345,2,2,2,1,116
2020-03-31,170810,0,3813,1,1,1,0,35
2020-03-31,170811,9,7309,11,6,6,0,106
2020-03-31,170812,0,916,0,0,0,0,18
2020-03-31,170813,43,23699,27,22,22,2,434
2020-03-31,170814,34,19286,24,16,16,0,465
2020-03-31,170902,18,18958,11,10,10,2,262
2020-03-31,170903,6,15060,6,2,2,0,146
2020-03-31,170906,9,18813,10,3,3,0,180
2020-03-31,170907,13,25426,19,5,5,1,331
2020-03-31,170909,4,28564,6,2,2,0,184
2020-03-31,170910,0,2621,0,0,0,1,6
2020-03-31,170913,3,6557,2,2,2,0,53
2020-03-31,170914,4,1879,1,0,0,0,16
2020-03-31,170915,20,28717,13,4,3,1,293
2020-03-31,170916,12,22958,11,6,5,2,234
2020-03-31,170919,16,22294,16,7,6,1,180
2020-03-31,170920,3,11490,7,3,3,2,79
2020-03-31,170924,0,2159,0,0,0,0,2
2020-03-31,170925,0,2264,2,1,1,0,10
2020-03-31,170926,0,8743,6,2,2,0,57
2020-03-31,170927,14,26273,13,7,7,0,228
2020-03-31,170928,16,18949,3,4,4,1,211
2020-03-31,171001,2,5942,1,0,0,0,68
2020-03-31,171002,1,1317,0,0,0,0,8
2020-03-31,171003,8,14915,3,2,2,0,175
2020-03-31,171006,7,11068,2,0,0,1,81
2020-03-31,171007,3,9221,6,1,1,3,127
2020-03-31,171008,11,14118,3,1,1,0,138
2020-03-31,171009,7,16460,11,4,4,0,174
2020-03-31,171010,13,13892,8,6,6,0,186
2020-03-31,171011,6,9496,5,3,3,1,109
2020-03-31,171012,8,14232,7,4,4,0,182
2020-03-31,171013,10,11185,1,1,1,0,156
2020-03-31,171014,7,11173,12,2,2,2,137
2020-03-31,171015,2,9403,0,0,0,0,70
2020-03-31,171016,12,11564,2,1,1,0,107
2020-03-31,171017,1,5318,1,1,1,0,23
2020-03-31,171018,5,11624,4,2,2,0,118
2020-03-31,171019,0,2752,0,0,0,0,16
2020-03-31,171020,2,4373,1,0,0,0,25
2020-03-31,171021,1,8425,1,0,0,1,15
2020-03-31,171022,15,20996,6,3,3,0,163
2020-03-31,171023,7,17223,3,0,0,0,250
2020-03-31,171024,9,18242,8,2,2,1,265
2020-03-31,171025,6,8791,6,5,5,0,143
2020-03-31,171026,1,7508,1,0,0,0,62
2020-03-31,171101,5,15036,0,0,0,0,145
2020-03-31,171102,1,4604,0,0,0,0,7
2020-03-31,171103,0,521,0,0,0,0,0
2020-03-31,171104,4,12430,4,3,3,0,67
2020-03-31,171105,6,14593,4,2,2,0,68
2020-03-31,171106,0,3039,0,0,0,0,3
2020-03-31,171107,1,2982,0,0,0,0,7
2020-03-31,171108,0,1121,0,0,0,0,1
2020-03-31,171109,0,2009,0,0,0,0,7
2020-03-31,171110,0,2910,0,0,0,0,22
2020-03-31,171111,15,16715,3,0,0,1,119
2020-03-31,171112,1,12647,2,0,0,0,116
2020-03-31,171113,3,5267,2,1,1,1,57
2020-03-31,171114,2,3974,1,1,1,0,28
2020-03-31,171115,1,5162,1,0,0,0,11
2020-03-31,171116,1,3358,0,0,0,0,19
2020-03-31,171117,4,11185,2,2,2,1,92
2020-03-31,171118,1,1850,0,0,0,0,2
2020-03-31,171119,3,3578,1,1,1,0,7
2020-03-31,171120,13,20478,1,0,0,0,201
2020-03-31,171121,2,7128,1,0,0,0,37
2020-03-31,171122,0,7812,1,0,0,0,52
2020-04-01,170101,10,7598,1,0,0,0,69
2020-04-01,170102,4,13805,4,5,5,0,159
2020-04-01,170103,25,17113,15,14,14,0,467
2020-04-01,170104,12,11289,18,13,12,1,301
2020-04-01,170105,3,8657,4,3,3,1,91
2020-04-01,170106,3,2749,1,0,0,0,33
2020-04-01,170107,11,14531,19,15,15,1,429
2020-04-01,170108,0,4510,6,3,3,0,14
2020-04-01,170109,4,4590,1,1,1,1,25
2020-04-01,170110,10,5009,2,1,1,1,58
2020-04-01,170111,10,8666,3,1,1,0,102
2020-04-01,170112,2,2215,0,0,0,0,37
2020-04-01,170113,2,1428,0,1,1,0,29
2020-04-01,170114,6,5992,0,0,0,0,78
2020-04-01,170115,3,2404,3,1,1,0,22
2020-04-01,170116,2,2461,2,2,2,0,12
2020-04-01,170117,0,3570,1,0,0,0,18
2020-04-01,170118,0,1969,0,0,0,0,7
2020-04-01,170119,7,11034,0,0,0,0,41
2020-04-01,170120,2,2154,3,3,2,0,23
2020-04-01,170121,0,930,0,0,0,0,5
2020-04-01,170122,25,16079,11,8,8,0,364
2020-04-01,170201,15,19644,18,6,6,0,262
2020-04-01,170202,14,7752,9,1,1,1,154
2020-04-01,170203,10,16170,9,6,6,1,261
2020-04-01,170204,3,3893,1,1,1,0,125
2020-04-01,170205,8,8778,2,1,1,0,132
2020-04-01,170206,13,16671,6,1,1,0,268
2020-04-01,170207,16,16183,7,2,2,0,267
2020-04-01,170208,2,7313,2,0,0,0,71
2020-04-01,170209,8,11518,4,2,2,1,152
2020-04-01,170210,4,1818,0,0,0,0,35
2020-04-01,170211,7,2671,0,0,0,0,21
2020-04-01,170212,7,15253,7,1,1,0,196
2020-04-01,170213,7,15716,4,0,0,1,239
2020-04-01,170214,5,16703,2,1,1,0,183
2020-04-01,170215,0,1336,2,0,0,0,2
2020-04-01,170216,5,6027,6,1,1,0,76
2020-04-01,170217,12,17094,7,2,2,0,288
2020-04-01,170218,8,14868,4,1,1,0,183
2020-04-01,170219,5,6728,1,1,1,0,47
2020-04-01,170220,0,2784,0,0,0,0,15
2020-04-01,170221,5,18513,8,2,2,0,223
2020-04-01,170222,11,19188,11,5,5,0,251
2020-04-01,170223,0,1899,1,1,1,0,12
2020-04-01,170224,2,3159,1,0,0,0,23
2020-04-01,170225,1,5606,2,1,1,0,35
2020-04-01,170226,2,3244,0,0,0,0,25
2020-04-01,170227,15,21990,8,3,3,1,314
2020-04-01,170228,11,17245,9,3,3,0,230
2020-04-01,170229,0,441,0,0,0,0,0
2020-04-01,170230,0,549,0,0,0,0,0
2020-04-01,170231,0,974,0,0,0,0,3
2020-04-01,170232,0,919,0,0,0,0,3
2020-04-01,170233,0,2484,1,1,1,0,16
2020-04-01,170234,0,3693,0,0,0,0,26
