"CODAUTO","CPRO","CMUN","DC","NOMBRE","SUPERFICIE","HABITANTES"
"07","24","065","2","Chozas de Abajo",100.38,2581
"08","45","056","6","Chozas de Canales",32.69,3966
"01","21","030","7","Chucena",26.06,2222
"08","45","057","2","Chueca",11.12,257
"10","46","112","0","Chulilla",61.78,665
"08","16","081","7","Chumillas",39.58,57
"01","18","062","8","Churriana de la Vega",6.57,15200
"07","09","101","0","Ciadoncha",15.29,75
"17","26","048","8","Cidamón",15.8,25
"07","42","061","8","Cidones",71.2,301
"13","28","040","9","Ciempozuelos",49.64,24592
"08","16","074","5","Cierva, La",71.7,28
"14","30","019","6","Cieza",44.04,538
"06","39","021","1","Cieza",366.2,34988
"08","19","086","4","Cifuentes",219.95,1645
"07","47","050","6","Cigales",60.97,5235
"07","42","062","3","Cigudosa",21.03,19
"07","47","051","3","Ciguñuela",30.36,369
"07","42","063","9","Cihuela",34.15,51
"17","26","049","1","Cihuri",9.76,178
"01","18","048","2","Cijuela",17.92,3322
"07","05","059","9","Cillán",14.17,93
"07","09","102","5","Cillaperlata",16.82,32
"11","10","064","8","Cilleros",208.73,1624
"07","37","104","1","Cilleros de la Bastida",16.97,26
"07","09","103","1","Cilleruelo de Abajo",48.16,218
"07","09","104","6","Cilleruelo de Arriba",18.49,44
"07","40","055","7","Cilleruelo de San Mamés",9.73,33
"06","39","022","6","Cillorigo de Liébana",106.58,1305
"07","24","054","1","Cimanes de la Vega",26.04,463
"07","24","055","4","Cimanes del Tejar",73.94,724
"02","50","082","4","Cimballa",31.95,97
"02","50","083","0","Cinco Olivas",2.25,106
"08","19","087","0","Cincovillas",16.4,22
"10","12","045","8","Cinctorres",35.06,391
"15","31","072","8","Cintruénigo",37.34,7903
"07","37","106","7","Cipérez",104.66,271
"10","12","046","1","Cirat",41.1,201
"15","31","074","9","Cirauqui/Zirauki",41.47,487
"07","42","064","4","Ciria",46.18,88
"15","31","075","2","Ciriza/Ziritza",4.36,155
"08","19","088","6","Ciruelas",21.63,122
"08","45","050","7","Ciruelos",22.94,551
"07","09","105","9","Ciruelos de Cervera",37.87,99
"08","19","089","9","Ciruelos del Pinar",16.8,29
"17","26","050","4","Cirueña",12.15,153
"07","42","065","7","Cirujales del Río",8.76,22
"07","05","060","3","Cisla",20.31,102
"07","34","059","0","Cisneros",63.29,435
"09","17","051","9","Cistella",25.63,282
"07","47","052","8","Cistérniga",31.77,9034
"07","24","056","7","Cistierna",97.61,3135
"08","13","034","3","Ciudad Real",285.15,74746
"07","37","107","3","Ciudad Rodrigo",240.13,12344
"04","07","015","9","Ciutadella de Menorca",186.34,29840
"09","25","074","0","Ciutadilla",16.47,208
"15","31","076","5","Cizur",52.5,3888
"02","50","084","5","Clarés de Ribota",18.7,66
"09","25","075","3","Clariana de Cardener",40.71,157
"17","26","051","1","Clavijo",19.66,260
"03","33","018","1","Coaña",65.8,3315
"01","04","034","0","Cóbdar",31.99,171
"08","45","051","4","Cobeja",17.7,2255
"13","28","041","6","Cobeña",20.84,7428
"08","19","090","3","Cobeta",43.59,114
"08","45","052","9","Cobisa",14.72,4310
"07","34","060","4","Cobos de Cerrato",46.51,143
"07","40","056","0","Cobos de Fuentidueña",13.85,34
"07","49","050","5","Cobreros",77.7,579
"07","40","057","6","Coca",98.45,1763
"07","37","108","9","Coca de Alba",10.47,109
"10","03","056","6","Cocentaina",52.94,11511
"02","50","085","8","Codo",11.36,201
"02","44","080","8","Codoñera, La",20.97,336
"07","40","058","2","Codorniz",64.28,327
"02","50","086","1","Codos",62.69,234
"11","06","037","8","Codosera, La",69.63,2075
"10","46","097","7","Cofrentes",103.18,1130
"07","47","053","4","Cogeces de Íscar",13.56,141
"07","47","054","9","Cogeces del Monte",73.52,685
"08","19","091","0","Cogollor",8.32,25
"07","09","108","4","Cogollos",31.25,557
"01","18","049","5","Cogollos de Guadix",30.26,673
"01","18","050","8","Cogollos de la Vega",49.87,2031
"08","19","092","5","Cogolludo",96.87,540
"09","25","076","6","Cogul, El",17.47,158
"01","29","042","4","Coín",127.37,22147
"12","15","027","5","Coirós",33.6,1824
"09","17","054","5","Colera",24.21,448
"12","32","026","1","Coles",38.11,3050
"07","05","061","0","Colilla, La",10.8,336
"06","39","023","2","Colindres",5.92,8484
"09","25","077","2","Coll de Nargó",152.76,550
"07","05","062","5","Collado de Contreras",18.44,168
"11","10","065","1","Collado de la Vera",44.94,195
"07","05","063","1","Collado del Mirón",4.84,32
"07","40","059","5","Collado Hermoso",16.38,125
"13","28","046","8","Collado Mediano",22.57,6958
"13","28","047","4","Collado Villalba",26.52,63679
"07","34","061","1","Collazos de Boedo",21,102
"09","08","069","2","Collbató",18.07,4466
"09","43","045","8","Colldejou",14.38,176
"09","08","070","6","Collsuspina",15.14,342
"01","29","043","0","Colmenar",65.95,3376
"07","37","109","2","Colmenar de Montemayor",39.98,182
"13","28","043","7","Colmenar de Oreja",114.32,8032
"13","28","042","1","Colmenar del Arroyo",50.57,1725
"13","28","045","5","Colmenar Viejo",182.56,50752
"13","28","044","2","Colmenarejo",31.7,9130
"01","18","051","5","Colomera",111.98,1309
"09","17","055","8","Colomers",4.24,176
"03","33","019","4","Colunga",97.57,3257
"02","22","090","9","Colungo",40.64,110
"09","25","163","6","Coma i la Pedra, La",60.63,265
"01","29","044","5","Comares",25.5,1315
"06","39","024","7","Comillas",18.46,2141
"01","29","045","8","Cómpeta",54.23,3922
"09","25","161","5","Conca de Dalt",165.76,418
"07","40","060","9","Condado de Castilnovo",23.85,90
"07","09","109","7","Condado de Treviño",260.71,1342
"08","19","095","9","Condemios de Abajo",12.07,14
"08","19","096","2","Condemios de Arriba",43.11,123
"09","43","046","1","Conesa",29.04,103
"10","03","057","2","Confrides",39.98,187
"07","24","057","3","Congosto",36.81,1475
"07","34","062","6","Congosto de Valdavia",68.92,153
"08","19","097","8","Congostrina",26.04,17
"01","11","014","6","Conil de la Frontera",88.07,22529
"01","14","020","7","Conquista",38.55,379
"11","10","066","4","Conquista de la Sierra",41.77,185
"04","07","016","2","Consell",13.7,4053
"09","43","047","7","Constantí",31.38,6540
"01","41","033","1","Constantina",481.32,5896
"07","05","064","6","Constanzana",26.85,108
"08","45","053","5","Consuegra",358.49,9998
"02","50","087","7","Contamina",14.02,37
"07","09","110","1","Contreras",38.12,77
"07","49","052","7","Coomonte",10.25,187
"08","19","098","4","Copernal",10.1,28
"09","08","071","3","Copons",18.7,310
"02","44","082","0","Corbalán",82.44,107
"10","46","098","3","Corbera",20.27,3100
"09","08","072","8","Corbera de Llobregat",18.31,14822
"09","43","048","3","Corbera d'Ebre",53.47,1016
"07","24","058","9","Corbillos de los Oteros",31.8,199
"09","25","078","8","Corbins",21.38,1444
"09","17","057","7","Corçà",15.99,1267
"07","47","055","2","Corcos",42.59,201
"12","15","028","1","Corcubión",6.52,1589
"01","14","021","4","Córdoba",1254.25,325701
"11","06","038","4","Cordobilla de Lácara",36.87,909
"07","37","110","6","Cordovilla",15.84,118
"07","34","063","2","Cordovilla la Real",38.81,109
"17","26","052","6","Cordovín",4.6,156
"08","19","099","7","Corduente",232.92,349
"15","31","077","1","Corella",81.35,7971
"17","26","053","2","Corera",8.2,257
"07","49","053","3","Coreses",43.05,1047
"12","27","014","2","Corgo, O",157.39,3481
"11","10","067","0","Coria",103.46,12478
"01","41","034","6","Coria del Río",62,30777
"01","41","035","9","Coripe",51.45,1251
"12","15","029","4","Coristanco",141.28,6074
"17","26","054","7","Cornago",80.54,312
"09","08","073","4","Cornellà de Llobregat",6.82,88592
"09","17","056","1","Cornellà del Terri",27.85,2364
"09","43","049","6","Cornudella de Montsant",62.91,941
"11","06","039","7","Coronada, La",81.17,2162
"01","41","036","2","Coronil, El",91.64,4746
"13","28","048","0","Corpa",25.91,713
"17","26","055","0","Corporales",8.41,41
"08","45","054","0","Corral de Almaguer",328.7,5352
"07","40","061","6","Corral de Ayllón",18.06,77
"08","13","035","6","Corral de Calatrava",148.82,1123
"06","39","025","0","Corrales de Buelna, Los",45.28,10841
"07","47","056","5","Corrales de Duero",17.79,105
"07","49","054","8","Corrales del Vino",75.61,961
"01","41","037","8","Corrales, Los",67.53,3941
"08","02","027","3","Corral-Rubio",94.76,324
"11","06","040","1","Corte de Peleas",42.32,1222
"01","21","024","2","Corteconcepción",49.13,548
"12","32","027","7","Cortegada",26.89,1085
"01","21","025","5","Cortegana",173.06,4666
"01","21","026","8","Cortelazor",39.93,299
"15","31","078","7","Cortes",36.54,3151
"02","44","084","1","Cortes de Aragón",24.43,61
"10","12","048","3","Cortes de Arenoso",80.59,318
"01","18","053","6","Cortes de Baza",140.56,1869
"01","29","046","1","Cortes de la Frontera",175.25,3101
"10","46","099","6","Cortes de Pallás",233.01,814
"01","18","054","1","Cortes y Graena",22.4,996
"08","13","036","9","Cortijos, Los",94.89,884
"07","24","059","2","Corullón",78.27,887
"07","09","112","3","Coruña del Conde",34.35,109
"12","15","030","8","Coruña, A",37.83,245711
"03","33","020","8","Corvera de Asturias",46.01,15549
"06","39","026","3","Corvera de Toranzo",50.04,2039
"02","44","085","4","Cosa",54.81,50
"07","42","068","2","Coscurita",54.96,79
"13","28","049","3","Coslada",12.01,81661
"12","27","015","5","Cospeito",144.79,4484
"04","07","017","8","Costitx",15.37,1288
"10","12","049","6","Costur",21.93,524
"02","50","088","3","Cosuenda",31.68,364
"07","49","055","1","Cotanes del Monte",14.83,103
"10","46","100","0","Cotes",6.33,333
"08","02","028","9","Cotillas",14.47,123
"07","42","069","5","Covaleda",104.36,1680
"07","09","113","9","Covarrubias",41.07,552
"12","36","013","9","Covelo",134.7,2396
"10","12","050","9","Coves de Vinromà, les",136.44,1823
"10","03","058","8","Cox",16.71,7297
"08","13","037","5","Cózar",64.99,969
"07","40","902","5","Cozuelos de Fuentidueña",15.24,131
"12","36","014","4","Crecente",57.46,2012
"09","43","050","9","Creixell",10.41,3642
"07","24","060","6","Crémenes",153.12,544
"09","17","058","3","Crespià",11.32,246
"07","05","065","9","Crespos",31.92,495
"02","44","086","7","Cretas",52.57,567
"10","03","059","1","Crevillent",104.55,28952
"11","06","041","8","Cristina",15.81,552
"07","37","112","8","Cristóbal",22.08,157
"02","44","087","3","Crivillén",42.03,62
"09","17","901","1","Cruïlles, Monells i Sant Sadurní de l'Heura",99.65,1279
"11","10","068","6","Cuacos de Yuste",52.63,841
"07","24","061","3","Cuadros",109.7,2001
"12","32","028","3","Cualedro",117.77,1679
"02","50","089","6","Cuarte de Huerva",8.95,13303
"02","44","088","9","Cuba, La",6.51,43
"13","28","050","6","Cubas de la Sagra",12.82,6413
"02","50","090","0","Cubel",58.62,155
"09","08","074","9","Cubelles",13.33,15329
"09","25","079","1","Cubells",39.06,343
"07","42","070","9","Cubilla",20.21,33
"07","34","066","3","Cubillas de Cerrato",21.1,61
"07","24","062","8","Cubillas de los Oteros",12.48,141
"07","24","063","4","Cubillas de Rueda",86.82,388
"07","47","057","1","Cubillas de Santa Marta",23.55,326
"07","40","062","1","Cubillo",20.5,73
"08","19","102","3","Cubillo de Uceda, El",32.25,121
"07","09","114","4","Cubillo del Campo",14.06,92
"07","49","056","4","Cubillos",24.7,313
"07","24","064","9","Cubillos del Sil",53.41,1816
"02","44","089","2","Cubla",48.63,58
"07","49","057","0","Cubo de Benavente",31.29,114
"07","09","115","7","Cubo de Bureba",9.8,98
"07","37","113","4","Cubo de Don Sancho, El",91.14,440
"07","42","071","6","Cubo de la Solana",132.84,184
"07","49","058","6","Cubo de Tierra del Vino, El",34.31,320
"02","44","090","6","Cucalón",31.93,78
"03","33","021","5","Cudillero",100.78,4987
"07","49","059","9","Cuelgamures",14.67,85
"07","40","063","7","Cuéllar",273.33,9583
"08","16","078","3","Cuenca",910.6,54690
"07","47","058","7","Cuenca de Campos",47.87,224
"02","50","091","7","Cuerlas, Las",32.58,41
"08","45","055","3","Cuerva",37.51,1291
"01","41","903","8","Cuervo de Sevilla, El",30.44,8610
"02","44","092","8","Cuervo, El",20.76,78
"07","42","073","7","Cueva de Ágreda",30,73
"07","09","117","6","Cueva de Roa, La",11.91,122
"08","16","079","6","Cueva del Hierro",28.2,29
"01","29","047","7","Cuevas Bajas",16.54,1395
"02","44","093","4","Cuevas de Almudén",35.85,126
"07","40","905","9","Cuevas de Provanco",38.45,136
"07","09","119","5","Cuevas de San Clemente",13.26,46
"01","29","049","6","Cuevas de San Marcos",36.96,3648
"01","04","035","3","Cuevas del Almanzora",263.98,14081
"01","29","048","3","Cuevas del Becerro",16.3,1589
"01","18","912","0","Cuevas del Campo",96.61,1735
"07","05","066","2","Cuevas del Valle",19.17,484
"02","44","094","9","Cuevas Labradas",40.81,132
"10","12","051","6","Culla",115.86,495
"01","18","056","7","Cúllar",427.53,4129
"01","18","057","3","Cúllar Vega",4.27,7429
"10","46","105","6","Cullera",53.82,22145
"12","15","031","5","Culleredo",61.73,30402
"11","10","069","9","Cumbre, La",113.52,848
"01","21","027","4","Cumbres de Enmedio",13.55,56
"01","21","028","0","Cumbres de San Bartolomé",144.58,381
"01","21","029","3","Cumbres Mayores",121.61,1755
"09","43","051","6","Cunit",9.65,12952
"12","36","015","7","Cuntis",79.88,4677
"07","47","059","0","Curiel de Duero",19.01,123
"12","15","032","0","Curtis",116.7,3983
"01","29","050","9","Cútar",19.42,607
"17","26","056","3","Cuzcurrita de Río Tirón",19.19,493
"13","28","053","4","Daganzo de Arriba",43.77,10205
"08","13","039","4","Daimiel",438.06,17929
"10","46","113","6","Daimús",3.15,3117
"01","04","038","8","Dalías",141.73,4006
"09","17","060","0","Darnius",35.2,546
"02","50","094","3","Daroca",52.05,1983
"17","26","057","9","Daroca de Rioja",11.3,52
"01","18","063","4","Darro",50.35,1599
"09","17","061","7","Das",14.83,253
"10","03","061","2","Daya Nueva",7.09,1737
"10","03","062","7","Daya Vieja",3.14,690
"16","20","029","6","Deba",50.32,5459
"03","33","022","0","Degaña",87.16,921
"07","34","067","9","Dehesa de Montejo",43.78,133
"07","34","068","5","Dehesa de Romanos",20.95,50
"01","18","064","9","Dehesas de Guadix",56.95,419
"01","18","065","2","Dehesas Viejas",13.8,705
"04","07","018","4","Deià",15.21,617
"01","18","066","5","Deifontes",40.48,2627
"11","10","070","3","Deleitosa",144.21,709
"09","43","901","8","Deltebre",103.48,11482
"10","03","063","3","Dénia",66.18,42166
"16","48","901","1","Derio",10.15,6631
"11","10","071","0","Descargamaría",52.92,123
"15","31","079","0","Desojo",13.84,79
"07","24","066","5","Destriana",56.22,479
"07","42","075","5","Dévanos",16.36,79
"07","42","076","8","Deza",118.15,214
"15","31","080","4","Dicastillo",33.41,604
"07","05","903","5","Diego del Carpio",33.81,139
"01","18","067","1","Diezma",42.09,764
"01","18","068","7","Dílar",79.28,2054
"16","48","026","8","Dima",62.41,1436
"07","37","115","2","Dios le Guarde",16.34,121
"12","15","033","6","Dodro",36.12,2768
"01","18","069","0","Dólar",78.59,622
"10","03","064","8","Dolores",18.7,7470
"10","46","114","1","Domeño",68.58,708
"07","40","068","0","Domingo García",17.76,25
"08","45","058","8","Domingo Pérez",12.93,372
"01","18","915","4","Domingo Pérez de Granada",48.68,890
"11","06","043","9","Don Álvaro",32.07,788
"11","06","044","4","Don Benito",561.69,37151
"15","31","081","1","Donamaria",23.48,433
"15","31","221","2","Doneztebe/Santesteban",8.69,1726
"07","40","069","3","Donhierro",17.22,91
"07","05","069","7","Donjimeno",14.75,78
"16","20","069","7","Donostia/San Sebastián",60.89,187415
"07","05","070","1","Donvidas",11.48,34
"01","14","022","9","Doña Mencía",15.31,4638
"07","37","116","5","Doñinos de Ledesma",46.15,71
"07","37","117","1","Doñinos de Salamanca",14.05,2097
"10","46","115","4","Dos Aguas",121.51,376
"01","41","038","4","Dos Hermanas",160.15,133968
"01","14","023","5","Dos Torres",129.16,2411
"08","45","059","1","Dosbarrios",111.59,2223
"09","08","075","2","Dosrius",40.78,5481
"12","36","016","0","Dozón",74.23,1082
"08","19","107","6","Driebes",37.91,366
"01","18","070","4","Dúdar",8.37,330
"07","34","069","8","Dueñas",124.35,2612
"09","43","053","7","Duesaigües",13.63,245
"12","15","034","1","Dumbría",125.19,2983
"16","48","027","4","Durango",10.73,29791
"01","18","071","1","Dúrcal",76.63,7015
"08","19","108","2","Durón",23.32,106
"07","40","070","7","Duruelo",17.26,180
"07","42","078","0","Duruelo de la Sierra",44.84,1090
"16","48","028","0","Ea",14.23,823
"15","31","083","2","Echarri/Etxarri",2.29,75
"01","41","039","7","Écija",978.47,39873
"16","20","030","0","Eibar",24.78,27522
"04","07","026","0","Eivissa",11.14,49783
"02","50","095","6","Ejea de los Caballeros",609.92,16783
"07","37","118","7","Éjeme",17.46,126
"01","04","902","6","Ejido, El",226.13,83594
"02","44","096","5","Ejulve",109.49,175
"16","48","031","4","Elantxobe",1.8,350
"16","01","021","0","Elburgo/Burgelu",32.09,599
"08","02","030","6","Elche de la Sierra",239.49,3585
"10","03","065","1","Elche/Elx",326.5,232517
"16","01","022","5","Elciego",16.32,1005
"10","03","066","4","Elda",45.79,52618
"16","20","031","7","Elduain",25.07,250
"16","20","033","8","Elgeta",16.83,1136
"16","20","032","2","Elgoibar",39.11,11613
"15","31","087","9","Elgorriaga",3.87,220
"10","46","116","7","Eliana, l'",8.77,18235
"11","10","072","5","Eljas",32.55,908
"16","48","032","9","Elorrio",37.01,7372
"16","01","023","1","Elvillar/Bilar",17.5,333
"08","19","109","5","Embid",36.2,33
"02","50","096","9","Embid de Ariza",41.26,37
"10","46","117","3","Emperador",0.03,687
"07","37","120","4","Encina de San Silvestre",23.76,112
"07","37","119","0","Encina, La",30.77,99
